sample_id,source_sample_id,vehicle_id,source_absolute_path,original_length,target_length,regularization_method,long_mode,window_index,window_start_index,window_end_index,label_absolute_path,label_delta_displacement_path,start_path,max_reconstruction_error,coordinate_type,valid_or_skipped,skip_reason
sample_001219,sample_001219,veh11094,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001219.npy,209,224,bounce_reflect_padding,truncate,0,0,209,labels_absolute/sample_001219.npy,labels_delta_displacement/sample_001219.npy,starts/sample_001219.npy,7.958078640513122e-13,delta_displacement_xy_regularized_224,valid,
sample_001220,sample_001220,veh11095,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001220.npy,115,224,bounce_reflect_padding,truncate,0,0,115,labels_absolute/sample_001220.npy,labels_delta_displacement/sample_001220.npy,starts/sample_001220.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001221,sample_001221,veh11096,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001221.npy,157,224,bounce_reflect_padding,truncate,0,0,157,labels_absolute/sample_001221.npy,labels_delta_displacement/sample_001221.npy,starts/sample_001221.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001222,sample_001222,veh11097,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001222.npy,258,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001222.npy,labels_delta_displacement/sample_001222.npy,starts/sample_001222.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001223,sample_001223,veh11098,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001223.npy,144,224,bounce_reflect_padding,truncate,0,0,144,labels_absolute/sample_001223.npy,labels_delta_displacement/sample_001223.npy,starts/sample_001223.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001224,sample_001224,veh11099,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001224.npy,154,224,bounce_reflect_padding,truncate,0,0,154,labels_absolute/sample_001224.npy,labels_delta_displacement/sample_001224.npy,starts/sample_001224.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001225,sample_001225,veh111,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001225.npy,247,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001225.npy,labels_delta_displacement/sample_001225.npy,starts/sample_001225.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001226,sample_001226,veh1110,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001226.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_001226.npy,labels_delta_displacement/sample_001226.npy,starts/sample_001226.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001227,sample_001227,veh11100,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001227.npy,106,224,bounce_reflect_padding,truncate,0,0,106,labels_absolute/sample_001227.npy,labels_delta_displacement/sample_001227.npy,starts/sample_001227.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_001228,sample_001228,veh11101,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001228.npy,181,224,bounce_reflect_padding,truncate,0,0,181,labels_absolute/sample_001228.npy,labels_delta_displacement/sample_001228.npy,starts/sample_001228.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001229,sample_001229,veh11102,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001229.npy,125,224,bounce_reflect_padding,truncate,0,0,125,labels_absolute/sample_001229.npy,labels_delta_displacement/sample_001229.npy,starts/sample_001229.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001230,sample_001230,veh11103,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001230.npy,192,224,bounce_reflect_padding,truncate,0,0,192,labels_absolute/sample_001230.npy,labels_delta_displacement/sample_001230.npy,starts/sample_001230.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001231,sample_001231,veh11104,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001231.npy,149,224,bounce_reflect_padding,truncate,0,0,149,labels_absolute/sample_001231.npy,labels_delta_displacement/sample_001231.npy,starts/sample_001231.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001232,sample_001232,veh11105,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001232.npy,68,224,bounce_reflect_padding,truncate,0,0,68,labels_absolute/sample_001232.npy,labels_delta_displacement/sample_001232.npy,starts/sample_001232.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001233,sample_001233,veh11106,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001233.npy,76,224,bounce_reflect_padding,truncate,0,0,76,labels_absolute/sample_001233.npy,labels_delta_displacement/sample_001233.npy,starts/sample_001233.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001234,sample_001234,veh11107,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001234.npy,293,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001234.npy,labels_delta_displacement/sample_001234.npy,starts/sample_001234.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001235,sample_001235,veh11108,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001235.npy,308,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001235.npy,labels_delta_displacement/sample_001235.npy,starts/sample_001235.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001236,sample_001236,veh11109,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001236.npy,48,224,bounce_reflect_padding,truncate,0,0,48,labels_absolute/sample_001236.npy,labels_delta_displacement/sample_001236.npy,starts/sample_001236.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001237,sample_001237,veh1111,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001237.npy,91,224,bounce_reflect_padding,truncate,0,0,91,labels_absolute/sample_001237.npy,labels_delta_displacement/sample_001237.npy,starts/sample_001237.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001238,sample_001238,veh11110,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001238.npy,89,224,bounce_reflect_padding,truncate,0,0,89,labels_absolute/sample_001238.npy,labels_delta_displacement/sample_001238.npy,starts/sample_001238.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001239,sample_001239,veh11111,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001239.npy,195,224,bounce_reflect_padding,truncate,0,0,195,labels_absolute/sample_001239.npy,labels_delta_displacement/sample_001239.npy,starts/sample_001239.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001240,sample_001240,veh11112,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001240.npy,313,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001240.npy,labels_delta_displacement/sample_001240.npy,starts/sample_001240.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001241,sample_001241,veh11113,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001241.npy,207,224,bounce_reflect_padding,truncate,0,0,207,labels_absolute/sample_001241.npy,labels_delta_displacement/sample_001241.npy,starts/sample_001241.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001242,sample_001242,veh11114,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001242.npy,128,224,bounce_reflect_padding,truncate,0,0,128,labels_absolute/sample_001242.npy,labels_delta_displacement/sample_001242.npy,starts/sample_001242.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001243,sample_001243,veh11115,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001243.npy,172,224,bounce_reflect_padding,truncate,0,0,172,labels_absolute/sample_001243.npy,labels_delta_displacement/sample_001243.npy,starts/sample_001243.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001244,sample_001244,veh11116,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001244.npy,216,224,bounce_reflect_padding,truncate,0,0,216,labels_absolute/sample_001244.npy,labels_delta_displacement/sample_001244.npy,starts/sample_001244.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001245,sample_001245,veh11117,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001245.npy,183,224,bounce_reflect_padding,truncate,0,0,183,labels_absolute/sample_001245.npy,labels_delta_displacement/sample_001245.npy,starts/sample_001245.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001246,sample_001246,veh11118,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001246.npy,328,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001246.npy,labels_delta_displacement/sample_001246.npy,starts/sample_001246.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_001247,sample_001247,veh11119,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001247.npy,72,224,bounce_reflect_padding,truncate,0,0,72,labels_absolute/sample_001247.npy,labels_delta_displacement/sample_001247.npy,starts/sample_001247.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001248,sample_001248,veh1112,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001248.npy,109,224,bounce_reflect_padding,truncate,0,0,109,labels_absolute/sample_001248.npy,labels_delta_displacement/sample_001248.npy,starts/sample_001248.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001249,sample_001249,veh11120,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001249.npy,82,224,bounce_reflect_padding,truncate,0,0,82,labels_absolute/sample_001249.npy,labels_delta_displacement/sample_001249.npy,starts/sample_001249.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001250,sample_001250,veh11121,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001250.npy,126,224,bounce_reflect_padding,truncate,0,0,126,labels_absolute/sample_001250.npy,labels_delta_displacement/sample_001250.npy,starts/sample_001250.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001251,sample_001251,veh11122,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001251.npy,152,224,bounce_reflect_padding,truncate,0,0,152,labels_absolute/sample_001251.npy,labels_delta_displacement/sample_001251.npy,starts/sample_001251.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001252,sample_001252,veh11123,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001252.npy,64,224,bounce_reflect_padding,truncate,0,0,64,labels_absolute/sample_001252.npy,labels_delta_displacement/sample_001252.npy,starts/sample_001252.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001253,sample_001253,veh11124,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001253.npy,160,224,bounce_reflect_padding,truncate,0,0,160,labels_absolute/sample_001253.npy,labels_delta_displacement/sample_001253.npy,starts/sample_001253.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001254,sample_001254,veh11125,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001254.npy,264,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001254.npy,labels_delta_displacement/sample_001254.npy,starts/sample_001254.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001255,sample_001255,veh11126,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001255.npy,183,224,bounce_reflect_padding,truncate,0,0,183,labels_absolute/sample_001255.npy,labels_delta_displacement/sample_001255.npy,starts/sample_001255.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001256,sample_001256,veh11127,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001256.npy,131,224,bounce_reflect_padding,truncate,0,0,131,labels_absolute/sample_001256.npy,labels_delta_displacement/sample_001256.npy,starts/sample_001256.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001257,sample_001257,veh11128,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001257.npy,240,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001257.npy,labels_delta_displacement/sample_001257.npy,starts/sample_001257.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_001258,sample_001258,veh11129,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001258.npy,67,224,bounce_reflect_padding,truncate,0,0,67,labels_absolute/sample_001258.npy,labels_delta_displacement/sample_001258.npy,starts/sample_001258.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001259,sample_001259,veh1113,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001259.npy,130,224,bounce_reflect_padding,truncate,0,0,130,labels_absolute/sample_001259.npy,labels_delta_displacement/sample_001259.npy,starts/sample_001259.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001260,sample_001260,veh11130,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001260.npy,135,224,bounce_reflect_padding,truncate,0,0,135,labels_absolute/sample_001260.npy,labels_delta_displacement/sample_001260.npy,starts/sample_001260.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001261,sample_001261,veh11131,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001261.npy,148,224,bounce_reflect_padding,truncate,0,0,148,labels_absolute/sample_001261.npy,labels_delta_displacement/sample_001261.npy,starts/sample_001261.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001262,sample_001262,veh11132,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001262.npy,206,224,bounce_reflect_padding,truncate,0,0,206,labels_absolute/sample_001262.npy,labels_delta_displacement/sample_001262.npy,starts/sample_001262.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001263,sample_001263,veh11133,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001263.npy,327,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001263.npy,labels_delta_displacement/sample_001263.npy,starts/sample_001263.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001264,sample_001264,veh11134,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001264.npy,122,224,bounce_reflect_padding,truncate,0,0,122,labels_absolute/sample_001264.npy,labels_delta_displacement/sample_001264.npy,starts/sample_001264.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001265,sample_001265,veh11135,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001265.npy,116,224,bounce_reflect_padding,truncate,0,0,116,labels_absolute/sample_001265.npy,labels_delta_displacement/sample_001265.npy,starts/sample_001265.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001266,sample_001266,veh11136,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001266.npy,199,224,bounce_reflect_padding,truncate,0,0,199,labels_absolute/sample_001266.npy,labels_delta_displacement/sample_001266.npy,starts/sample_001266.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001267,sample_001267,veh11137,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001267.npy,255,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001267.npy,labels_delta_displacement/sample_001267.npy,starts/sample_001267.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001268,sample_001268,veh11138,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001268.npy,174,224,bounce_reflect_padding,truncate,0,0,174,labels_absolute/sample_001268.npy,labels_delta_displacement/sample_001268.npy,starts/sample_001268.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_001269,sample_001269,veh11139,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001269.npy,270,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001269.npy,labels_delta_displacement/sample_001269.npy,starts/sample_001269.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001270,sample_001270,veh1114,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001270.npy,71,224,bounce_reflect_padding,truncate,0,0,71,labels_absolute/sample_001270.npy,labels_delta_displacement/sample_001270.npy,starts/sample_001270.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001271,sample_001271,veh11140,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001271.npy,274,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001271.npy,labels_delta_displacement/sample_001271.npy,starts/sample_001271.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001272,sample_001272,veh11141,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001272.npy,212,224,bounce_reflect_padding,truncate,0,0,212,labels_absolute/sample_001272.npy,labels_delta_displacement/sample_001272.npy,starts/sample_001272.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001273,sample_001273,veh11142,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001273.npy,150,224,bounce_reflect_padding,truncate,0,0,150,labels_absolute/sample_001273.npy,labels_delta_displacement/sample_001273.npy,starts/sample_001273.npy,1.0231815394945443e-12,delta_displacement_xy_regularized_224,valid,
sample_001274,sample_001274,veh11143,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001274.npy,199,224,bounce_reflect_padding,truncate,0,0,199,labels_absolute/sample_001274.npy,labels_delta_displacement/sample_001274.npy,starts/sample_001274.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001275,sample_001275,veh11144,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001275.npy,202,224,bounce_reflect_padding,truncate,0,0,202,labels_absolute/sample_001275.npy,labels_delta_displacement/sample_001275.npy,starts/sample_001275.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001276,sample_001276,veh11145,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001276.npy,120,224,bounce_reflect_padding,truncate,0,0,120,labels_absolute/sample_001276.npy,labels_delta_displacement/sample_001276.npy,starts/sample_001276.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_001277,sample_001277,veh11146,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001277.npy,155,224,bounce_reflect_padding,truncate,0,0,155,labels_absolute/sample_001277.npy,labels_delta_displacement/sample_001277.npy,starts/sample_001277.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001278,sample_001278,veh11147,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001278.npy,161,224,bounce_reflect_padding,truncate,0,0,161,labels_absolute/sample_001278.npy,labels_delta_displacement/sample_001278.npy,starts/sample_001278.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001279,sample_001279,veh11148,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001279.npy,147,224,bounce_reflect_padding,truncate,0,0,147,labels_absolute/sample_001279.npy,labels_delta_displacement/sample_001279.npy,starts/sample_001279.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001280,sample_001280,veh11149,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001280.npy,149,224,bounce_reflect_padding,truncate,0,0,149,labels_absolute/sample_001280.npy,labels_delta_displacement/sample_001280.npy,starts/sample_001280.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001281,sample_001281,veh1115,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001281.npy,32,224,bounce_reflect_padding,truncate,0,0,32,labels_absolute/sample_001281.npy,labels_delta_displacement/sample_001281.npy,starts/sample_001281.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001282,sample_001282,veh11150,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001282.npy,74,224,bounce_reflect_padding,truncate,0,0,74,labels_absolute/sample_001282.npy,labels_delta_displacement/sample_001282.npy,starts/sample_001282.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001283,sample_001283,veh11151,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001283.npy,267,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001283.npy,labels_delta_displacement/sample_001283.npy,starts/sample_001283.npy,6.821210263296962e-13,delta_displacement_xy_regularized_224,valid,
sample_001284,sample_001284,veh11152,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001284.npy,126,224,bounce_reflect_padding,truncate,0,0,126,labels_absolute/sample_001284.npy,labels_delta_displacement/sample_001284.npy,starts/sample_001284.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_001285,sample_001285,veh11153,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001285.npy,228,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001285.npy,labels_delta_displacement/sample_001285.npy,starts/sample_001285.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001286,sample_001286,veh11154,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001286.npy,122,224,bounce_reflect_padding,truncate,0,0,122,labels_absolute/sample_001286.npy,labels_delta_displacement/sample_001286.npy,starts/sample_001286.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001287,sample_001287,veh11155,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001287.npy,287,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001287.npy,labels_delta_displacement/sample_001287.npy,starts/sample_001287.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001288,sample_001288,veh11156,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001288.npy,210,224,bounce_reflect_padding,truncate,0,0,210,labels_absolute/sample_001288.npy,labels_delta_displacement/sample_001288.npy,starts/sample_001288.npy,6.821210263296962e-13,delta_displacement_xy_regularized_224,valid,
sample_001289,sample_001289,veh11157,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001289.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_001289.npy,labels_delta_displacement/sample_001289.npy,starts/sample_001289.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001290,sample_001290,veh11158,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001290.npy,285,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001290.npy,labels_delta_displacement/sample_001290.npy,starts/sample_001290.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001291,sample_001291,veh11159,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001291.npy,190,224,bounce_reflect_padding,truncate,0,0,190,labels_absolute/sample_001291.npy,labels_delta_displacement/sample_001291.npy,starts/sample_001291.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001292,sample_001292,veh1116,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001292.npy,233,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001292.npy,labels_delta_displacement/sample_001292.npy,starts/sample_001292.npy,7.958078640513122e-13,delta_displacement_xy_regularized_224,valid,
sample_001293,sample_001293,veh11160,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001293.npy,219,224,bounce_reflect_padding,truncate,0,0,219,labels_absolute/sample_001293.npy,labels_delta_displacement/sample_001293.npy,starts/sample_001293.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001294,sample_001294,veh11161,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001294.npy,251,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001294.npy,labels_delta_displacement/sample_001294.npy,starts/sample_001294.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001295,sample_001295,veh11162,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001295.npy,227,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001295.npy,labels_delta_displacement/sample_001295.npy,starts/sample_001295.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_001296,sample_001296,veh11163,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001296.npy,222,224,bounce_reflect_padding,truncate,0,0,222,labels_absolute/sample_001296.npy,labels_delta_displacement/sample_001296.npy,starts/sample_001296.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001297,sample_001297,veh11164,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001297.npy,173,224,bounce_reflect_padding,truncate,0,0,173,labels_absolute/sample_001297.npy,labels_delta_displacement/sample_001297.npy,starts/sample_001297.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001298,sample_001298,veh11165,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001298.npy,184,224,bounce_reflect_padding,truncate,0,0,184,labels_absolute/sample_001298.npy,labels_delta_displacement/sample_001298.npy,starts/sample_001298.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001299,sample_001299,veh11166,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001299.npy,275,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001299.npy,labels_delta_displacement/sample_001299.npy,starts/sample_001299.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001300,sample_001300,veh11167,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001300.npy,345,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001300.npy,labels_delta_displacement/sample_001300.npy,starts/sample_001300.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001301,sample_001301,veh11168,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001301.npy,284,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001301.npy,labels_delta_displacement/sample_001301.npy,starts/sample_001301.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001302,sample_001302,veh11169,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001302.npy,211,224,bounce_reflect_padding,truncate,0,0,211,labels_absolute/sample_001302.npy,labels_delta_displacement/sample_001302.npy,starts/sample_001302.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001303,sample_001303,veh1117,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001303.npy,220,224,bounce_reflect_padding,truncate,0,0,220,labels_absolute/sample_001303.npy,labels_delta_displacement/sample_001303.npy,starts/sample_001303.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001304,sample_001304,veh11170,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001304.npy,87,224,bounce_reflect_padding,truncate,0,0,87,labels_absolute/sample_001304.npy,labels_delta_displacement/sample_001304.npy,starts/sample_001304.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001305,sample_001305,veh11171,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001305.npy,234,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001305.npy,labels_delta_displacement/sample_001305.npy,starts/sample_001305.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001306,sample_001306,veh11172,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001306.npy,115,224,bounce_reflect_padding,truncate,0,0,115,labels_absolute/sample_001306.npy,labels_delta_displacement/sample_001306.npy,starts/sample_001306.npy,0.0,delta_displacement_xy_regularized_224,valid,
