sample_id,image_path,array_path,label_delta_displacement_path,label_absolute_path,start_path,encoding_method,coordinate_type,normalization_range,sign_lost_from_gasf_diagonal,initial_x,initial_y,delta_was_prepended_with_zero,dx_min,dx_max,dy_min,dy_max,x_min,x_max,y_min,y_max,valid_or_skipped,skip_reason
sample_000320,images/sample_000320.png,arrays/sample_000320.npy,labels_delta_displacement/sample_000320.npy,labels_absolute/sample_000320.npy,starts/sample_000320.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,336.45,1629.38,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000321,images/sample_000321.png,arrays/sample_000321.npy,labels_delta_displacement/sample_000321.npy,labels_absolute/sample_000321.npy,starts/sample_000321.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,514.57,1752.38,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000322,images/sample_000322.png,arrays/sample_000322.npy,labels_delta_displacement/sample_000322.npy,labels_absolute/sample_000322.npy,starts/sample_000322.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,203.0,452.68,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000323,images/sample_000323.png,arrays/sample_000323.npy,labels_delta_displacement/sample_000323.npy,labels_absolute/sample_000323.npy,starts/sample_000323.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2482.14,1768.42,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000324,images/sample_000324.png,arrays/sample_000324.npy,labels_delta_displacement/sample_000324.npy,labels_absolute/sample_000324.npy,starts/sample_000324.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,118.59,612.5,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000325,images/sample_000325.png,arrays/sample_000325.npy,labels_delta_displacement/sample_000325.npy,labels_absolute/sample_000325.npy,starts/sample_000325.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1132.05,1662.35,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000326,images/sample_000326.png,arrays/sample_000326.npy,labels_delta_displacement/sample_000326.npy,labels_absolute/sample_000326.npy,starts/sample_000326.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2630.67,1748.46,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000327,images/sample_000327.png,arrays/sample_000327.npy,labels_delta_displacement/sample_000327.npy,labels_absolute/sample_000327.npy,starts/sample_000327.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,250.08,596.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000328,images/sample_000328.png,arrays/sample_000328.npy,labels_delta_displacement/sample_000328.npy,labels_absolute/sample_000328.npy,starts/sample_000328.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,536.63,1538.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000329,images/sample_000329.png,arrays/sample_000329.npy,labels_delta_displacement/sample_000329.npy,labels_absolute/sample_000329.npy,starts/sample_000329.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,690.41,1528.33,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000330,images/sample_000330.png,arrays/sample_000330.npy,labels_delta_displacement/sample_000330.npy,labels_absolute/sample_000330.npy,starts/sample_000330.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2216.49,942.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000331,images/sample_000331.png,arrays/sample_000331.npy,labels_delta_displacement/sample_000331.npy,labels_absolute/sample_000331.npy,starts/sample_000331.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2385.92,1783.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000332,images/sample_000332.png,arrays/sample_000332.npy,labels_delta_displacement/sample_000332.npy,labels_absolute/sample_000332.npy,starts/sample_000332.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,526.98,98.47,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000333,images/sample_000333.png,arrays/sample_000333.npy,labels_delta_displacement/sample_000333.npy,labels_absolute/sample_000333.npy,starts/sample_000333.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1138.2,1003.82,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000334,images/sample_000334.png,arrays/sample_000334.npy,labels_delta_displacement/sample_000334.npy,labels_absolute/sample_000334.npy,starts/sample_000334.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,536.63,1538.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000335,images/sample_000335.png,arrays/sample_000335.npy,labels_delta_displacement/sample_000335.npy,labels_absolute/sample_000335.npy,starts/sample_000335.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1628.12,371.07,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000336,images/sample_000336.png,arrays/sample_000336.npy,labels_delta_displacement/sample_000336.npy,labels_absolute/sample_000336.npy,starts/sample_000336.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,232.7,749.67,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000337,images/sample_000337.png,arrays/sample_000337.npy,labels_delta_displacement/sample_000337.npy,labels_absolute/sample_000337.npy,starts/sample_000337.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2846.09,1780.81,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000338,images/sample_000338.png,arrays/sample_000338.npy,labels_delta_displacement/sample_000338.npy,labels_absolute/sample_000338.npy,starts/sample_000338.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,654.17,206.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000339,images/sample_000339.png,arrays/sample_000339.npy,labels_delta_displacement/sample_000339.npy,labels_absolute/sample_000339.npy,starts/sample_000339.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,16.32,123.01,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000340,images/sample_000340.png,arrays/sample_000340.npy,labels_delta_displacement/sample_000340.npy,labels_absolute/sample_000340.npy,starts/sample_000340.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1170.24,1730.18,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000341,images/sample_000341.png,arrays/sample_000341.npy,labels_delta_displacement/sample_000341.npy,labels_absolute/sample_000341.npy,starts/sample_000341.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1170.24,1730.18,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000342,images/sample_000342.png,arrays/sample_000342.npy,labels_delta_displacement/sample_000342.npy,labels_absolute/sample_000342.npy,starts/sample_000342.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1994.01,908.98,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000343,images/sample_000343.png,arrays/sample_000343.npy,labels_delta_displacement/sample_000343.npy,labels_absolute/sample_000343.npy,starts/sample_000343.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2146.64,1402.56,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000344,images/sample_000344.png,arrays/sample_000344.npy,labels_delta_displacement/sample_000344.npy,labels_absolute/sample_000344.npy,starts/sample_000344.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2764.7,1600.23,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000345,images/sample_000345.png,arrays/sample_000345.npy,labels_delta_displacement/sample_000345.npy,labels_absolute/sample_000345.npy,starts/sample_000345.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1443.2,311.58,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000346,images/sample_000346.png,arrays/sample_000346.npy,labels_delta_displacement/sample_000346.npy,labels_absolute/sample_000346.npy,starts/sample_000346.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,92.24,1340.7,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000347,images/sample_000347.png,arrays/sample_000347.npy,labels_delta_displacement/sample_000347.npy,labels_absolute/sample_000347.npy,starts/sample_000347.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,563.27,313.83,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000348,images/sample_000348.png,arrays/sample_000348.npy,labels_delta_displacement/sample_000348.npy,labels_absolute/sample_000348.npy,starts/sample_000348.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,92.49,591.66,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000349,images/sample_000349.png,arrays/sample_000349.npy,labels_delta_displacement/sample_000349.npy,labels_absolute/sample_000349.npy,starts/sample_000349.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1973.68,763.74,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000350,images/sample_000350.png,arrays/sample_000350.npy,labels_delta_displacement/sample_000350.npy,labels_absolute/sample_000350.npy,starts/sample_000350.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,802.47,1277.31,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000351,images/sample_000351.png,arrays/sample_000351.npy,labels_delta_displacement/sample_000351.npy,labels_absolute/sample_000351.npy,starts/sample_000351.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,612.87,1579.13,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000352,images/sample_000352.png,arrays/sample_000352.npy,labels_delta_displacement/sample_000352.npy,labels_absolute/sample_000352.npy,starts/sample_000352.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,580.69,19.21,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000353,images/sample_000353.png,arrays/sample_000353.npy,labels_delta_displacement/sample_000353.npy,labels_absolute/sample_000353.npy,starts/sample_000353.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,302.84,440.41,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000354,images/sample_000354.png,arrays/sample_000354.npy,labels_delta_displacement/sample_000354.npy,labels_absolute/sample_000354.npy,starts/sample_000354.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1020.96,1285.11,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000355,images/sample_000355.png,arrays/sample_000355.npy,labels_delta_displacement/sample_000355.npy,labels_absolute/sample_000355.npy,starts/sample_000355.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,536.63,1538.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000356,images/sample_000356.png,arrays/sample_000356.npy,labels_delta_displacement/sample_000356.npy,labels_absolute/sample_000356.npy,starts/sample_000356.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,795.68,364.77,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000357,images/sample_000357.png,arrays/sample_000357.npy,labels_delta_displacement/sample_000357.npy,labels_absolute/sample_000357.npy,starts/sample_000357.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1970.19,624.99,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000358,images/sample_000358.png,arrays/sample_000358.npy,labels_delta_displacement/sample_000358.npy,labels_absolute/sample_000358.npy,starts/sample_000358.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,590.43,285.51,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000359,images/sample_000359.png,arrays/sample_000359.npy,labels_delta_displacement/sample_000359.npy,labels_absolute/sample_000359.npy,starts/sample_000359.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1578.21,261.13,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000360,images/sample_000360.png,arrays/sample_000360.npy,labels_delta_displacement/sample_000360.npy,labels_absolute/sample_000360.npy,starts/sample_000360.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,540.84,1700.21,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000361,images/sample_000361.png,arrays/sample_000361.npy,labels_delta_displacement/sample_000361.npy,labels_absolute/sample_000361.npy,starts/sample_000361.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2846.09,1780.81,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000362,images/sample_000362.png,arrays/sample_000362.npy,labels_delta_displacement/sample_000362.npy,labels_absolute/sample_000362.npy,starts/sample_000362.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1937.74,287.42,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000363,images/sample_000363.png,arrays/sample_000363.npy,labels_delta_displacement/sample_000363.npy,labels_absolute/sample_000363.npy,starts/sample_000363.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1860.31,8.72,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000364,images/sample_000364.png,arrays/sample_000364.npy,labels_delta_displacement/sample_000364.npy,labels_absolute/sample_000364.npy,starts/sample_000364.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2794.94,1722.41,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000365,images/sample_000365.png,arrays/sample_000365.npy,labels_delta_displacement/sample_000365.npy,labels_absolute/sample_000365.npy,starts/sample_000365.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1994.01,908.98,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000366,images/sample_000366.png,arrays/sample_000366.npy,labels_delta_displacement/sample_000366.npy,labels_absolute/sample_000366.npy,starts/sample_000366.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,654.17,206.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000367,images/sample_000367.png,arrays/sample_000367.npy,labels_delta_displacement/sample_000367.npy,labels_absolute/sample_000367.npy,starts/sample_000367.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1132.05,1662.35,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000368,images/sample_000368.png,arrays/sample_000368.npy,labels_delta_displacement/sample_000368.npy,labels_absolute/sample_000368.npy,starts/sample_000368.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1860.31,8.72,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000369,images/sample_000369.png,arrays/sample_000369.npy,labels_delta_displacement/sample_000369.npy,labels_absolute/sample_000369.npy,starts/sample_000369.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,561.82,1579.45,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000370,images/sample_000370.png,arrays/sample_000370.npy,labels_delta_displacement/sample_000370.npy,labels_absolute/sample_000370.npy,starts/sample_000370.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,315.98,1363.71,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000371,images/sample_000371.png,arrays/sample_000371.npy,labels_delta_displacement/sample_000371.npy,labels_absolute/sample_000371.npy,starts/sample_000371.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2385.92,1783.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000372,images/sample_000372.png,arrays/sample_000372.npy,labels_delta_displacement/sample_000372.npy,labels_absolute/sample_000372.npy,starts/sample_000372.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1751.33,266.7,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000373,images/sample_000373.png,arrays/sample_000373.npy,labels_delta_displacement/sample_000373.npy,labels_absolute/sample_000373.npy,starts/sample_000373.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,590.43,285.51,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000374,images/sample_000374.png,arrays/sample_000374.npy,labels_delta_displacement/sample_000374.npy,labels_absolute/sample_000374.npy,starts/sample_000374.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2626.2,1289.04,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000375,images/sample_000375.png,arrays/sample_000375.npy,labels_delta_displacement/sample_000375.npy,labels_absolute/sample_000375.npy,starts/sample_000375.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,563.27,313.83,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000376,images/sample_000376.png,arrays/sample_000376.npy,labels_delta_displacement/sample_000376.npy,labels_absolute/sample_000376.npy,starts/sample_000376.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,605.21,1770.4,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000377,images/sample_000377.png,arrays/sample_000377.npy,labels_delta_displacement/sample_000377.npy,labels_absolute/sample_000377.npy,starts/sample_000377.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1964.62,858.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000378,images/sample_000378.png,arrays/sample_000378.npy,labels_delta_displacement/sample_000378.npy,labels_absolute/sample_000378.npy,starts/sample_000378.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2558.89,1524.79,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000379,images/sample_000379.png,arrays/sample_000379.npy,labels_delta_displacement/sample_000379.npy,labels_absolute/sample_000379.npy,starts/sample_000379.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1228.77,1536.46,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000380,images/sample_000380.png,arrays/sample_000380.npy,labels_delta_displacement/sample_000380.npy,labels_absolute/sample_000380.npy,starts/sample_000380.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2417.39,1027.2,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000381,images/sample_000381.png,arrays/sample_000381.npy,labels_delta_displacement/sample_000381.npy,labels_absolute/sample_000381.npy,starts/sample_000381.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1757.98,1743.44,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000382,images/sample_000382.png,arrays/sample_000382.npy,labels_delta_displacement/sample_000382.npy,labels_absolute/sample_000382.npy,starts/sample_000382.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1861.6,973.15,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000383,images/sample_000383.png,arrays/sample_000383.npy,labels_delta_displacement/sample_000383.npy,labels_absolute/sample_000383.npy,starts/sample_000383.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1964.62,858.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000384,images/sample_000384.png,arrays/sample_000384.npy,labels_delta_displacement/sample_000384.npy,labels_absolute/sample_000384.npy,starts/sample_000384.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1888.68,689.24,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000385,images/sample_000385.png,arrays/sample_000385.npy,labels_delta_displacement/sample_000385.npy,labels_absolute/sample_000385.npy,starts/sample_000385.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1757.98,1743.44,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000386,images/sample_000386.png,arrays/sample_000386.npy,labels_delta_displacement/sample_000386.npy,labels_absolute/sample_000386.npy,starts/sample_000386.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,445.15,1544.34,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000387,images/sample_000387.png,arrays/sample_000387.npy,labels_delta_displacement/sample_000387.npy,labels_absolute/sample_000387.npy,starts/sample_000387.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,434.88,457.29,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000388,images/sample_000388.png,arrays/sample_000388.npy,labels_delta_displacement/sample_000388.npy,labels_absolute/sample_000388.npy,starts/sample_000388.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,526.98,98.47,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000389,images/sample_000389.png,arrays/sample_000389.npy,labels_delta_displacement/sample_000389.npy,labels_absolute/sample_000389.npy,starts/sample_000389.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2618.92,1309.27,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000390,images/sample_000390.png,arrays/sample_000390.npy,labels_delta_displacement/sample_000390.npy,labels_absolute/sample_000390.npy,starts/sample_000390.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1443.2,311.58,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000391,images/sample_000391.png,arrays/sample_000391.npy,labels_delta_displacement/sample_000391.npy,labels_absolute/sample_000391.npy,starts/sample_000391.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,547.22,1475.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_000392,images/sample_000392.png,arrays/sample_000392.npy,labels_delta_displacement/sample_000392.npy,labels_absolute/sample_000392.npy,starts/sample_000392.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,795.68,364.77,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
