sample_id,vehicle_id,original_num_points,image_path,label_delta_displacement_path,label_absolute_path,start_path,encoding_method,coordinate_type,delta_x_min,delta_x_max,delta_y_min,delta_y_max,absolute_x_min,absolute_x_max,absolute_y_min,absolute_y_max,valid_or_skipped,skip_reason
sample_000361,car1257,224,images/sample_000361.png,labels_delta_displacement/sample_000361.npy,labels_absolute/sample_000361.npy,starts/sample_000361.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000362,car1259,224,images/sample_000362.png,labels_delta_displacement/sample_000362.npy,labels_absolute/sample_000362.npy,starts/sample_000362.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000363,car1262,224,images/sample_000363.png,labels_delta_displacement/sample_000363.npy,labels_absolute/sample_000363.npy,starts/sample_000363.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000364,car1265,224,images/sample_000364.png,labels_delta_displacement/sample_000364.npy,labels_absolute/sample_000364.npy,starts/sample_000364.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000365,car1271,224,images/sample_000365.png,labels_delta_displacement/sample_000365.npy,labels_absolute/sample_000365.npy,starts/sample_000365.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000366,car1274,224,images/sample_000366.png,labels_delta_displacement/sample_000366.npy,labels_absolute/sample_000366.npy,starts/sample_000366.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000367,car1282,224,images/sample_000367.png,labels_delta_displacement/sample_000367.npy,labels_absolute/sample_000367.npy,starts/sample_000367.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000368,car1284,224,images/sample_000368.png,labels_delta_displacement/sample_000368.npy,labels_absolute/sample_000368.npy,starts/sample_000368.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000369,car1286,224,images/sample_000369.png,labels_delta_displacement/sample_000369.npy,labels_absolute/sample_000369.npy,starts/sample_000369.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000370,car1288,224,images/sample_000370.png,labels_delta_displacement/sample_000370.npy,labels_absolute/sample_000370.npy,starts/sample_000370.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000371,car1295,224,images/sample_000371.png,labels_delta_displacement/sample_000371.npy,labels_absolute/sample_000371.npy,starts/sample_000371.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000372,car1296,224,images/sample_000372.png,labels_delta_displacement/sample_000372.npy,labels_absolute/sample_000372.npy,starts/sample_000372.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000373,car1297,224,images/sample_000373.png,labels_delta_displacement/sample_000373.npy,labels_absolute/sample_000373.npy,starts/sample_000373.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000374,car1298,224,images/sample_000374.png,labels_delta_displacement/sample_000374.npy,labels_absolute/sample_000374.npy,starts/sample_000374.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000375,car1301,224,images/sample_000375.png,labels_delta_displacement/sample_000375.npy,labels_absolute/sample_000375.npy,starts/sample_000375.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000376,car1304,224,images/sample_000376.png,labels_delta_displacement/sample_000376.npy,labels_absolute/sample_000376.npy,starts/sample_000376.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000377,car1305,224,images/sample_000377.png,labels_delta_displacement/sample_000377.npy,labels_absolute/sample_000377.npy,starts/sample_000377.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000378,car1309,224,images/sample_000378.png,labels_delta_displacement/sample_000378.npy,labels_absolute/sample_000378.npy,starts/sample_000378.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000379,car1313,224,images/sample_000379.png,labels_delta_displacement/sample_000379.npy,labels_absolute/sample_000379.npy,starts/sample_000379.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000380,car1317,224,images/sample_000380.png,labels_delta_displacement/sample_000380.npy,labels_absolute/sample_000380.npy,starts/sample_000380.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000381,car1318,224,images/sample_000381.png,labels_delta_displacement/sample_000381.npy,labels_absolute/sample_000381.npy,starts/sample_000381.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000382,car1319,224,images/sample_000382.png,labels_delta_displacement/sample_000382.npy,labels_absolute/sample_000382.npy,starts/sample_000382.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000383,car1324,224,images/sample_000383.png,labels_delta_displacement/sample_000383.npy,labels_absolute/sample_000383.npy,starts/sample_000383.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000384,car1328,224,images/sample_000384.png,labels_delta_displacement/sample_000384.npy,labels_absolute/sample_000384.npy,starts/sample_000384.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000385,car1330,224,images/sample_000385.png,labels_delta_displacement/sample_000385.npy,labels_absolute/sample_000385.npy,starts/sample_000385.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000386,car1335,224,images/sample_000386.png,labels_delta_displacement/sample_000386.npy,labels_absolute/sample_000386.npy,starts/sample_000386.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000387,car1336,224,images/sample_000387.png,labels_delta_displacement/sample_000387.npy,labels_absolute/sample_000387.npy,starts/sample_000387.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000388,car1337,224,images/sample_000388.png,labels_delta_displacement/sample_000388.npy,labels_absolute/sample_000388.npy,starts/sample_000388.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000389,car1339,224,images/sample_000389.png,labels_delta_displacement/sample_000389.npy,labels_absolute/sample_000389.npy,starts/sample_000389.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000390,car1341,224,images/sample_000390.png,labels_delta_displacement/sample_000390.npy,labels_absolute/sample_000390.npy,starts/sample_000390.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000391,car1342,224,images/sample_000391.png,labels_delta_displacement/sample_000391.npy,labels_absolute/sample_000391.npy,starts/sample_000391.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000392,car1344,224,images/sample_000392.png,labels_delta_displacement/sample_000392.npy,labels_absolute/sample_000392.npy,starts/sample_000392.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000393,car1348,224,images/sample_000393.png,labels_delta_displacement/sample_000393.npy,labels_absolute/sample_000393.npy,starts/sample_000393.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000394,car1349,224,images/sample_000394.png,labels_delta_displacement/sample_000394.npy,labels_absolute/sample_000394.npy,starts/sample_000394.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000395,car1351,224,images/sample_000395.png,labels_delta_displacement/sample_000395.npy,labels_absolute/sample_000395.npy,starts/sample_000395.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000396,car1353,224,images/sample_000396.png,labels_delta_displacement/sample_000396.npy,labels_absolute/sample_000396.npy,starts/sample_000396.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000397,car1357,224,images/sample_000397.png,labels_delta_displacement/sample_000397.npy,labels_absolute/sample_000397.npy,starts/sample_000397.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000398,car1362,224,images/sample_000398.png,labels_delta_displacement/sample_000398.npy,labels_absolute/sample_000398.npy,starts/sample_000398.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000399,car1363,224,images/sample_000399.png,labels_delta_displacement/sample_000399.npy,labels_absolute/sample_000399.npy,starts/sample_000399.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000400,car1364,224,images/sample_000400.png,labels_delta_displacement/sample_000400.npy,labels_absolute/sample_000400.npy,starts/sample_000400.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000401,car1365,224,images/sample_000401.png,labels_delta_displacement/sample_000401.npy,labels_absolute/sample_000401.npy,starts/sample_000401.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000402,car1368,224,images/sample_000402.png,labels_delta_displacement/sample_000402.npy,labels_absolute/sample_000402.npy,starts/sample_000402.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000403,car1374,224,images/sample_000403.png,labels_delta_displacement/sample_000403.npy,labels_absolute/sample_000403.npy,starts/sample_000403.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000404,car1375,224,images/sample_000404.png,labels_delta_displacement/sample_000404.npy,labels_absolute/sample_000404.npy,starts/sample_000404.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000405,car1376,224,images/sample_000405.png,labels_delta_displacement/sample_000405.npy,labels_absolute/sample_000405.npy,starts/sample_000405.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000406,car1377,224,images/sample_000406.png,labels_delta_displacement/sample_000406.npy,labels_absolute/sample_000406.npy,starts/sample_000406.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000407,car1378,224,images/sample_000407.png,labels_delta_displacement/sample_000407.npy,labels_absolute/sample_000407.npy,starts/sample_000407.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000408,car1381,224,images/sample_000408.png,labels_delta_displacement/sample_000408.npy,labels_absolute/sample_000408.npy,starts/sample_000408.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000409,car1386,224,images/sample_000409.png,labels_delta_displacement/sample_000409.npy,labels_absolute/sample_000409.npy,starts/sample_000409.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000410,car1387,224,images/sample_000410.png,labels_delta_displacement/sample_000410.npy,labels_absolute/sample_000410.npy,starts/sample_000410.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000411,car1396,224,images/sample_000411.png,labels_delta_displacement/sample_000411.npy,labels_absolute/sample_000411.npy,starts/sample_000411.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000412,car1397,224,images/sample_000412.png,labels_delta_displacement/sample_000412.npy,labels_absolute/sample_000412.npy,starts/sample_000412.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000413,car1399,224,images/sample_000413.png,labels_delta_displacement/sample_000413.npy,labels_absolute/sample_000413.npy,starts/sample_000413.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000414,car1402,224,images/sample_000414.png,labels_delta_displacement/sample_000414.npy,labels_absolute/sample_000414.npy,starts/sample_000414.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000415,car1403,224,images/sample_000415.png,labels_delta_displacement/sample_000415.npy,labels_absolute/sample_000415.npy,starts/sample_000415.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000416,car1404,224,images/sample_000416.png,labels_delta_displacement/sample_000416.npy,labels_absolute/sample_000416.npy,starts/sample_000416.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000417,car1406,224,images/sample_000417.png,labels_delta_displacement/sample_000417.npy,labels_absolute/sample_000417.npy,starts/sample_000417.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000418,car1410,224,images/sample_000418.png,labels_delta_displacement/sample_000418.npy,labels_absolute/sample_000418.npy,starts/sample_000418.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000419,car1411,224,images/sample_000419.png,labels_delta_displacement/sample_000419.npy,labels_absolute/sample_000419.npy,starts/sample_000419.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000420,car1413,224,images/sample_000420.png,labels_delta_displacement/sample_000420.npy,labels_absolute/sample_000420.npy,starts/sample_000420.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000421,car1414,224,images/sample_000421.png,labels_delta_displacement/sample_000421.npy,labels_absolute/sample_000421.npy,starts/sample_000421.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000422,car1418,224,images/sample_000422.png,labels_delta_displacement/sample_000422.npy,labels_absolute/sample_000422.npy,starts/sample_000422.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000423,car1421,224,images/sample_000423.png,labels_delta_displacement/sample_000423.npy,labels_absolute/sample_000423.npy,starts/sample_000423.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000424,car1422,224,images/sample_000424.png,labels_delta_displacement/sample_000424.npy,labels_absolute/sample_000424.npy,starts/sample_000424.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000425,car1427,224,images/sample_000425.png,labels_delta_displacement/sample_000425.npy,labels_absolute/sample_000425.npy,starts/sample_000425.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000426,car1437,224,images/sample_000426.png,labels_delta_displacement/sample_000426.npy,labels_absolute/sample_000426.npy,starts/sample_000426.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000427,car1439,224,images/sample_000427.png,labels_delta_displacement/sample_000427.npy,labels_absolute/sample_000427.npy,starts/sample_000427.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000428,car1442,224,images/sample_000428.png,labels_delta_displacement/sample_000428.npy,labels_absolute/sample_000428.npy,starts/sample_000428.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000429,car1443,224,images/sample_000429.png,labels_delta_displacement/sample_000429.npy,labels_absolute/sample_000429.npy,starts/sample_000429.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000430,car1445,224,images/sample_000430.png,labels_delta_displacement/sample_000430.npy,labels_absolute/sample_000430.npy,starts/sample_000430.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000431,car1449,224,images/sample_000431.png,labels_delta_displacement/sample_000431.npy,labels_absolute/sample_000431.npy,starts/sample_000431.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000432,car1450,224,images/sample_000432.png,labels_delta_displacement/sample_000432.npy,labels_absolute/sample_000432.npy,starts/sample_000432.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000433,car1451,224,images/sample_000433.png,labels_delta_displacement/sample_000433.npy,labels_absolute/sample_000433.npy,starts/sample_000433.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000434,car1454,224,images/sample_000434.png,labels_delta_displacement/sample_000434.npy,labels_absolute/sample_000434.npy,starts/sample_000434.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000435,car1456,224,images/sample_000435.png,labels_delta_displacement/sample_000435.npy,labels_absolute/sample_000435.npy,starts/sample_000435.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000436,car1460,224,images/sample_000436.png,labels_delta_displacement/sample_000436.npy,labels_absolute/sample_000436.npy,starts/sample_000436.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000437,car1461,224,images/sample_000437.png,labels_delta_displacement/sample_000437.npy,labels_absolute/sample_000437.npy,starts/sample_000437.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000438,car1464,224,images/sample_000438.png,labels_delta_displacement/sample_000438.npy,labels_absolute/sample_000438.npy,starts/sample_000438.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000439,car1465,224,images/sample_000439.png,labels_delta_displacement/sample_000439.npy,labels_absolute/sample_000439.npy,starts/sample_000439.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000440,car1469,224,images/sample_000440.png,labels_delta_displacement/sample_000440.npy,labels_absolute/sample_000440.npy,starts/sample_000440.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000441,car1470,224,images/sample_000441.png,labels_delta_displacement/sample_000441.npy,labels_absolute/sample_000441.npy,starts/sample_000441.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000442,car1485,224,images/sample_000442.png,labels_delta_displacement/sample_000442.npy,labels_absolute/sample_000442.npy,starts/sample_000442.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000443,car1489,224,images/sample_000443.png,labels_delta_displacement/sample_000443.npy,labels_absolute/sample_000443.npy,starts/sample_000443.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000444,car1490,224,images/sample_000444.png,labels_delta_displacement/sample_000444.npy,labels_absolute/sample_000444.npy,starts/sample_000444.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000445,car1493,224,images/sample_000445.png,labels_delta_displacement/sample_000445.npy,labels_absolute/sample_000445.npy,starts/sample_000445.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
