sample_id,vehicle_id
sample_001780,car5824
sample_001781,car5827
sample_001782,car5828
sample_001783,car5831
sample_001784,car5834
sample_001785,car5835
sample_001787,car5837
sample_001788,car5838
sample_001789,car5841
sample_001790,car5848
sample_001791,car5849
sample_001792,car5853
sample_001794,car5856
sample_001795,car5858
sample_001796,car5860
sample_001797,car5863
sample_001798,car5864
sample_001799,car5868
sample_001800,car5873
sample_001801,car5874
sample_001803,car5882
sample_001804,car5884
sample_001805,car5887
sample_001806,car5889
sample_001807,car5890
sample_001808,car5891
sample_001811,car5896
sample_001812,car5899
sample_001813,car5900
sample_001814,car5902
sample_001816,car5907
sample_001817,car5910
sample_001818,car5912
sample_001819,car5915
sample_001820,car5917
sample_001821,car5919
sample_001822,car5920
sample_001823,car5927
sample_001825,car5932
sample_001826,car5933
sample_001828,car5937
sample_001829,car5942
sample_001830,car5944
sample_001831,car5945
sample_001832,car5946
sample_001833,car5947
sample_001834,car5948
sample_001835,car5949
sample_001837,car5952
sample_001838,car5953
sample_001839,car5958
sample_001840,car5959
sample_001843,car5967
sample_001844,car5968
sample_001845,car5971
sample_001846,car5978
sample_001847,car5979
sample_001848,car5981
sample_001849,car5984
sample_001850,car5986
sample_001851,car5987
sample_001852,car5989
sample_001853,car5990
sample_001854,car5991
sample_001855,car5992
sample_001857,car5994
sample_001858,car5998
sample_001859,car6001
sample_001860,car6004
sample_001862,car6009
sample_001863,car6011
sample_001864,car6014
sample_001865,car6016
sample_001866,car6024
sample_001867,car6033
sample_001868,car6034
sample_001869,car6035
sample_001870,car6037
sample_001871,car6039
sample_001872,car6042
sample_001873,car6045
sample_001874,car6046
sample_001875,car6049
sample_001876,car6055
sample_001879,car6066
sample_001881,car6068
sample_001882,car6073
sample_001883,car6081
sample_001884,car6083
sample_001886,car6089
sample_001887,car6090
sample_001888,car6093
sample_001889,car6094
sample_001890,car6097
sample_001891,car6102
sample_001892,car6108
sample_001893,car6110
sample_001894,car6118
sample_001895,car6119
sample_001898,car6123
sample_001899,car6127
sample_001903,car6135
sample_001904,car6137
sample_001905,car6139
sample_001906,car6141
sample_001907,car6144
sample_001908,car6148
sample_001909,car6149
sample_001910,car6150
sample_001912,car6153
sample_001913,car6154
sample_001914,car6155
sample_001916,car6159
sample_001917,car6170
sample_001918,car6172
sample_001919,car6174
sample_001920,car6175
sample_001921,car6177
sample_001922,car6178
sample_001923,car6179
sample_001924,car6185
sample_001925,car6186
sample_001926,car6191
sample_001927,car6193
sample_001928,car6194
sample_001929,car6195
sample_001930,car6197
sample_001931,car6201
sample_001932,car6202
sample_001933,car6206
sample_001934,car6207
sample_001935,car6208
sample_001936,car6210
sample_001937,car6211
sample_001938,car6214
sample_001939,car6215
sample_001943,car6223
sample_001944,car6226
sample_001945,car6227
sample_001946,car6229
sample_001947,car6230
sample_001948,car6237
sample_001953,car6254
sample_001955,car6258
sample_001957,car6266
sample_001958,car6268
sample_001959,car6274
sample_001960,car6277
sample_001961,car6284
sample_001962,car6286
sample_001963,car6296
sample_001964,car6298
sample_001965,car6301
sample_001966,car6304
sample_001968,car6308
sample_001971,car6311
sample_001972,car6314
sample_001973,car6315
sample_001974,car6316
sample_001975,car6318
sample_001976,car6322
sample_001977,car6323
sample_001978,car6325
sample_001979,car6332
sample_001980,car6336
sample_001981,car6340
sample_001982,car6341
sample_001983,car6343
sample_001984,car6344
sample_001985,car6345
sample_001986,car6353
sample_001988,car6355
sample_001990,car6364
sample_001991,car6365
sample_001993,car6367
sample_001995,car6378
sample_001996,car6382
sample_001998,car6390
sample_001999,car6394
sample_002002,car6417
sample_002003,car6419
sample_002004,car6420
sample_002005,car6422
sample_002006,car6427
sample_002007,car6430
sample_002008,car6437
sample_002009,car6446
sample_002010,car6447
sample_002012,car6452
sample_002013,car6454
sample_002014,car6455
sample_002016,car6460
sample_002017,car6464
sample_002018,car6467
sample_002019,car6469
sample_002020,car6470
sample_002021,car6474
sample_002022,car6476
sample_002023,car6479
sample_002024,car6481
sample_002025,car6482
sample_002026,car6484
sample_002027,car6486
sample_002028,car6487
sample_002029,car6488
sample_002030,car6489
sample_002031,car6493
sample_002032,car6495
sample_002033,car6496
sample_002034,car6498
sample_002036,car6507
sample_002037,car6508
sample_002038,car6509
sample_002039,car6511
sample_002040,car6512
sample_002041,car6514
sample_002045,car6532
sample_002047,car6546
sample_002048,car6547
sample_002049,car6551
sample_002050,car6552
sample_002052,car6557
sample_002053,car6559
sample_002054,car6560
sample_002055,car6561
sample_002056,car6563
sample_002057,car6568
sample_002058,car6569
sample_002059,car6572
sample_002060,car6573
sample_002062,car6580
sample_002063,car6581
sample_002065,car6585
sample_002066,car6587
sample_002068,car6591
sample_002069,car6600
sample_002070,car6604
sample_002071,car6606
sample_002072,car6609
sample_002073,car6612
sample_002074,car6614
sample_002075,car6615
sample_002076,car6618
sample_002077,car6621
sample_002078,car6623
sample_002079,car6626
sample_002081,car6630
sample_002083,car6637
sample_002084,car6642
sample_002086,car6647
sample_002088,car6650
sample_002089,car6653
sample_002090,car6656
sample_002091,car6657
sample_002092,car6658
sample_002093,car6661
sample_002095,car6667
sample_002096,car6670
sample_002098,car6676
sample_002099,car6678
sample_002100,car6680
sample_002101,car6683
sample_002103,car6686
sample_002105,car6691
sample_002107,car6695
sample_002108,car6698
sample_002109,car6699
sample_002110,car6708
sample_002112,car6712
sample_002113,car6717
sample_002114,car6722
sample_002115,car6723
sample_002116,car6724
sample_002117,car6726
sample_002118,car6727
sample_002119,car6731
sample_002120,car6735
sample_002122,car6740
sample_002123,car6741
sample_002124,car6743
sample_002125,car6745
sample_002126,car6752
sample_002127,car6753
sample_002128,car6756
sample_002129,car6760
sample_002130,car6763
sample_002131,car6765
sample_002133,car6771
sample_002134,car6773
sample_002135,car6779
sample_002136,car6781
sample_002138,car6785
sample_002139,car6786
sample_002140,car6787
sample_002141,car6788
sample_002142,car6789
sample_002143,car6794
sample_002144,car6801
sample_002145,car6808
sample_002146,car6811
sample_002148,car6815
sample_002149,car6819
sample_002151,car6823
sample_002152,car6825
sample_002155,car6829
sample_002158,car6839
sample_002159,car6840
sample_002160,car6841
sample_002161,car6842
sample_002162,car6843
sample_002163,car6845
sample_002164,car6846
sample_002166,car6852
sample_002167,car6853
sample_002168,car6856
sample_002169,car6859
sample_002171,car6866
sample_002172,car6868
sample_002173,car6870
sample_002174,car6875
sample_002175,car6878
sample_002176,car6889
sample_002177,car6890
sample_002178,car6892
sample_002179,car6894
sample_002180,car6895
sample_002181,car6900
sample_002182,car6908
sample_002183,car6920
sample_002184,car6923
sample_002185,car6927
sample_002186,car6930
sample_002188,car6939
sample_002190,car6949
sample_002191,car6952
sample_002192,car6953
sample_002193,car6956
sample_002194,car6961
sample_002195,car6965
sample_002196,car6966
sample_002197,car6968
sample_002198,car6975
sample_002199,car6980
sample_002200,car6981
sample_002202,car6984
sample_002203,car6985
sample_002204,car6994
sample_002205,car6997
sample_002206,car6998
sample_002208,car7016
sample_002210,car7021
sample_002211,car7023
sample_002212,car7024
sample_002214,car7031
sample_002216,car7036
sample_002217,car7039
sample_002219,car7042
sample_002220,car7045
sample_002221,car7046
sample_002222,car7047
sample_002223,car7048
sample_002224,car7049
sample_002227,car7057
sample_002228,car7058
sample_002230,car7066
sample_002231,car7068
sample_002232,car7069
sample_002233,car7073
sample_002234,car7075
sample_002235,car7077
sample_002238,car7087
sample_002240,car7093
sample_002241,car7094
sample_002242,car7096
sample_002243,car7103
sample_002244,car7104
sample_002245,car7105
sample_002246,car7108
sample_002247,car7109
sample_002249,car7111
sample_002250,car7112
sample_002251,car7113
sample_002252,car7115
sample_002254,car7118
sample_002256,car7123
sample_002257,car7125
sample_002259,car7130
sample_002261,car7136
sample_002262,car7141
sample_002264,car7143
sample_002265,car7144
sample_002266,car7145
sample_002267,car7146
sample_002268,car7147
sample_002269,car7152
sample_002270,car7154
sample_002271,car7158
sample_002272,car7164
sample_002273,car7165
sample_002276,car7174
sample_002277,car7177
sample_002278,car7182
sample_002279,car7185
sample_002280,car7189
sample_002281,car7190
sample_002282,car7191
sample_002283,car7193
sample_002284,car7194
sample_002285,car7195
sample_002286,car7196
sample_002287,car7198
sample_002288,car7199
sample_002289,car7202
sample_002291,car7212
sample_002292,car7213
sample_002293,car7214
sample_002295,car7219
sample_002296,car7221
sample_002298,car7231
sample_002300,car7237
sample_002301,car7243
sample_002302,car7245
sample_002303,car7247
sample_002304,car7250
sample_002306,car7254
sample_002307,car7255
sample_002308,car7256
sample_002309,car7258
sample_002310,car7260
sample_002311,car7262
sample_002312,car7266
sample_002315,car7275
sample_002316,car7276
sample_002317,car7277
sample_002319,car7282
sample_002320,car7284
sample_002321,car7285
sample_002322,car7286
sample_002323,car7287
sample_002324,car7288
sample_002325,car7290
sample_002326,car7291
sample_002327,car7294
sample_002329,car7299
sample_002330,car7302
sample_002331,car7305
sample_002332,car7307
sample_002333,car7311
sample_002334,car7312
sample_002336,car7318
sample_002337,car7322
sample_002338,car7324
sample_002339,car7325
sample_002340,car7331
sample_002341,car7332
sample_002342,car7336
sample_002343,car7338
sample_002345,car7342
sample_002346,car7343
sample_002347,car7346
sample_002349,car7348
sample_002350,car7350
sample_002352,car7353
sample_002353,car7358
sample_002354,car7359
sample_002355,car7363
sample_002357,car7366
sample_002358,car7371
sample_002360,car7378
sample_002362,car7386
sample_002363,car7387
sample_002366,car7393
sample_002367,car7394
sample_002368,car7396
sample_002369,car7398
sample_002370,car7400
sample_002371,car7401
sample_002372,car7407
sample_002373,car7408
sample_002374,car7414
sample_002375,car7415
sample_002376,car7416
sample_002378,car7421
sample_002379,car7430
sample_002380,car7438
sample_002381,car7439
sample_002382,car7442
sample_002384,car7448
sample_002385,car7453
sample_002386,car7454
sample_002387,car7455
sample_002388,car7457
sample_002389,car7458
sample_002390,car7464
sample_002391,car7466
sample_002392,car7476
sample_002393,car7478
sample_002394,car7479
sample_002395,car7480
sample_002397,car7485
sample_002398,car7492
sample_002399,car7495
sample_002400,car7497
sample_002401,car7498
sample_002402,car7499
sample_002403,car7501
sample_002404,car7502
sample_002405,car7505
sample_002408,car7514
sample_002409,car7518
sample_002411,car7520
sample_002412,car7521
sample_002413,car7525
sample_002414,car7526
sample_002415,car7527
sample_002416,car7530
sample_002417,car7532
sample_002418,car7535
sample_002419,car7540
sample_002422,car7546
sample_002425,car7550
sample_002426,car7552
sample_002427,car7556
sample_002428,car7558
sample_002429,car7560
sample_002430,car7561
sample_002433,car7566
sample_002434,car7568
sample_002435,car7569
sample_002436,car7570
sample_002437,car7571
sample_002438,car7573
sample_002439,car7574
sample_002441,car7589
sample_002442,car7590
sample_002443,car7596
sample_002444,car7597
sample_002445,car7599
sample_002446,car7600
sample_002447,car7606
sample_002448,car7608
sample_002449,car7611
sample_002450,car7614
sample_002451,car7615
sample_002454,car7622
sample_002456,car7631
sample_002457,car7633
sample_002458,car7634
sample_002461,car7642
sample_002462,car7643
sample_002463,car7647
sample_002465,car7651
sample_002466,car7652
sample_002467,car7653
sample_002468,car7654
sample_002469,car7660
sample_002470,car7661
sample_002472,car7665
sample_002473,car7666
sample_002474,car7669
sample_002475,car7670
sample_002477,car7673
sample_002478,car7676
sample_002479,car7679
sample_002481,car7696
sample_002482,car7700
sample_002483,car7707
sample_002484,car7708
sample_002485,car7709
sample_002487,car7713
sample_002488,car7714
sample_002489,car7719
sample_002490,car7720
sample_002492,car7723
sample_002493,car7725
sample_002494,car7726
sample_002495,car7728
sample_002496,car7731
sample_002498,car7735
sample_002501,car7740
sample_002502,car7743
sample_002503,car7744
sample_002504,car7747
sample_002505,car7748
sample_002506,car7750
sample_002507,car7751
sample_002509,car7755
sample_002510,car7756
sample_002511,car7765
sample_002515,car7776
sample_002516,car7779
sample_002517,car7780
sample_002518,car7782
sample_002519,car7799
sample_002520,car7801
sample_002521,car7803
sample_002522,car7804
sample_002523,car7809
sample_002524,car7810
sample_002525,car7812
sample_002526,car7816
sample_002527,car7826
sample_002528,car7831
sample_002530,car7840
sample_002531,car7843
sample_002532,car7845
sample_002533,car7846
sample_002536,car7851
sample_002537,car7853
sample_002538,car7859
sample_002539,car7861
sample_002540,car7865
sample_002541,car7867
sample_002542,car7868
sample_002543,car7876
sample_002546,car7879
sample_002547,car7884
sample_002549,car7887
sample_002550,car7889
sample_002551,car7893
sample_002552,car7894
sample_002553,car7897
sample_002554,car7899
sample_002556,car7903
sample_002557,car7909
sample_002558,car7910
sample_002559,car7913
sample_002560,car7921
sample_002561,car7922
sample_002562,car7925
sample_002563,car7930
sample_002564,car7935
sample_002565,car7936
sample_002566,car7939
sample_002568,car7942
sample_002569,car7946
sample_002573,car7961
sample_002574,car7963
sample_002575,car7964
sample_002576,car7968
sample_002577,car7969
sample_002578,car7970
sample_002579,car7971
sample_002580,car7979
sample_002581,car7981
sample_002582,car7982
sample_002583,car7984
sample_002584,car7985
sample_002585,car7987
sample_002586,car7989
sample_002587,car7992
sample_002588,car7994
sample_002589,car7997
sample_002590,car7999
sample_002592,car8008
sample_002593,car8013
sample_002594,car8016
sample_002595,car8022
sample_002596,car8023
sample_002597,car8028
sample_002598,car8033
sample_002599,car8036
sample_002600,car8038
sample_002601,car8042
sample_002602,car8046
sample_002603,car8048
sample_002604,car8049
sample_002605,car8050
sample_002606,car8052
sample_002611,car8061
sample_002612,car8064
sample_002613,car8066
sample_002615,car8070
sample_002617,car8074
sample_002618,car8075
sample_002619,car8080
sample_002620,car8081
sample_002621,car8083
sample_002624,car8090
sample_002625,car8094
sample_002626,car8095
sample_002627,car8103
sample_002628,car8106
sample_002629,car8108
sample_002630,car8109
sample_002631,car8110
sample_002633,car8112
sample_002634,car8115
sample_002636,car8119
sample_002637,car8120
sample_002638,car8123
sample_002639,car8128
sample_002640,car8129
sample_002641,car8131
sample_002643,car8139
sample_002644,car8140
sample_002646,car8142
sample_002647,car8143
sample_002649,car8149
sample_002650,car8154
sample_002651,car8160
sample_002652,car8161
sample_002653,car8162
sample_002654,car8165
sample_002655,car8168
sample_002656,car8169
sample_002657,car8170
sample_002658,car8172
sample_002660,car8178
sample_002661,car8179
sample_002662,car8181
sample_002663,car8182
sample_002664,car8184
sample_002666,car8188
sample_002667,car8190
sample_002668,car8191
sample_002672,car8201
sample_002673,car8203
sample_002674,car8205
sample_002675,car8206
sample_002677,car8209
sample_002678,car8211
sample_002679,car8214
sample_002680,car8215
sample_002681,car8216
sample_002682,car8218
sample_002683,car8219
sample_002684,car8220
sample_002687,car8224
sample_002688,car8235
sample_002689,car8236
sample_002690,car8237
sample_002691,car8243
sample_002692,car8244
sample_002693,car8251
sample_002694,car8254
sample_002695,car8260
sample_002696,car8263
sample_002697,car8264
sample_002698,car8270
sample_002699,car8272
sample_002700,car8274
sample_002701,car8277
sample_002703,car8280
sample_002704,car8281
sample_002705,car8286
sample_002707,car8288
sample_002708,car8291
sample_002711,car8302
sample_002712,car8304
sample_002714,car8306
sample_002716,car8317
sample_002718,car8319
sample_002719,car8321
sample_002721,car8323
sample_002722,car8326
sample_002723,car8329
sample_002724,car8334
sample_002725,car8338
sample_002726,car8341
sample_002728,car8345
sample_002729,car8346
sample_002731,car8348
sample_002732,car8351
sample_002733,car8353
sample_002734,car8355
sample_002735,car8356
sample_002736,car8358
sample_002737,car8362
sample_002738,car8363
sample_002739,car8369
sample_002740,car8374
sample_002741,car8381
sample_002742,car8382
sample_002746,car8393
sample_002748,car8395
sample_002749,car8397
sample_002750,car8398
sample_002751,car8400
sample_002752,car8403
sample_002753,car8404
sample_002754,car8405
sample_002755,car8408
sample_002756,car8409
sample_002758,car8413
sample_002759,car8414
sample_002761,car8420
sample_002762,car8423
sample_002763,car8424
sample_002764,car8428
sample_002765,car8439
sample_002766,car8443
sample_002768,car8446
sample_002770,car8448
sample_002771,car8449
sample_002772,car8451
sample_002773,car8454
sample_002774,car8461
sample_002777,car8466
sample_002779,car8470
sample_002780,car8473
sample_002782,car8480
sample_002783,car8481
sample_002784,car8483
sample_002785,car8488
sample_002786,car8489
sample_002787,car8490
sample_002788,car8491
sample_002789,car8493
sample_002790,car8497
sample_002791,car8500
sample_002792,car8501
sample_002793,car8504
sample_002794,car8506
sample_002795,car8509
sample_002797,car8512
sample_002799,car8515
sample_002800,car8516
sample_002803,car8524
sample_002804,car8527
sample_002805,car8528
sample_002806,car8529
sample_002808,car8535
sample_002809,car8539
sample_002810,car8540
sample_002812,car8543
sample_002813,car8549
sample_002815,car8556
sample_002816,car8558
sample_002818,car8572
sample_002819,car8573
sample_002820,car8583
sample_002822,car8585
sample_002823,car8587
sample_002824,car8588
sample_002825,car8590
sample_002828,car8597
sample_002829,car8600
sample_002830,car8603
sample_002831,car8605
sample_002832,car8606
sample_002833,car8609
sample_002834,car8610
sample_002835,car8611
sample_002837,car8615
sample_002838,car8617
sample_002839,car8619
sample_002840,car8623
sample_002841,car8628
sample_002842,car8633
sample_002843,car8637
sample_002844,car8638
sample_002845,car8641
sample_002848,car8647
sample_002849,car8648
sample_002850,car8649
sample_002851,car8650
sample_002853,car8654
sample_002854,car8656
sample_002855,car8664
sample_002856,car8665
sample_002858,car8672
sample_002859,car8677
sample_002860,car8678
sample_002861,car8680
sample_002862,car8682
sample_002863,car8683
sample_002864,car8685
sample_002865,car8688
sample_002866,car8694
sample_002867,car8695
sample_002870,car8699
sample_002873,car8707
sample_002874,car8710
sample_002875,car8711
sample_002876,car8715
sample_002877,car8721
sample_002878,car8724
sample_002879,car8727
sample_002880,car8728
sample_002881,car8729
sample_002883,car8741
sample_002884,car8742
sample_002886,car8746
sample_002887,car8747
sample_002888,car8750
sample_002889,car8751
sample_002891,car8754
sample_002892,car8758
sample_002893,car8760
sample_002895,car8770
sample_002896,car8772
sample_002897,car8779
sample_002898,car8780
sample_002899,car8783
sample_002900,car8784
sample_002901,car8787
sample_002902,car8789
sample_002904,car8796
sample_002905,car8797
sample_002906,car8798
sample_002907,car8801
sample_002908,car8802
sample_002909,car8804
sample_002910,car8809
sample_002911,car8810
sample_002912,car8814
sample_002913,car8815
sample_002914,car8816
sample_002915,car8820
sample_002916,car8821
sample_002917,car8823
sample_002918,car8824
sample_002919,car8830
sample_002920,car8833
sample_002922,car8839
sample_002923,car8844
sample_002924,car8845
sample_002925,car8846
sample_002927,car8852
sample_002928,car8855
sample_002929,car8858
sample_002930,car8860
sample_002931,car8861
sample_002932,car8862
sample_002933,car8865
sample_002934,car8867
sample_002935,car8871
sample_002937,car8873
sample_002938,car8876
sample_002939,car8877
sample_002940,car8880
sample_002941,car8883
sample_002943,car8888
sample_002945,car8891
sample_002946,car8892
sample_002947,car8894
sample_002948,car8895
sample_002949,car8896
sample_002950,car8897
sample_002951,car8898
sample_002952,car8900
sample_002953,car8902
sample_002954,car8905
sample_002955,car8910
sample_002956,car8912
sample_002959,car8921
sample_002960,car8923
sample_002962,car8929
sample_002963,car8931
sample_002964,car8934
sample_002968,car8942
sample_002970,car8949
sample_002971,car8951
sample_002972,car8952
sample_002974,car8956
sample_002975,car8958
sample_002976,car8964
sample_002977,car8965
sample_002978,car8970
sample_002979,car8971
sample_002980,car8972
sample_002981,car8975
sample_002982,car8976
sample_002983,car8977
sample_002984,car8989
sample_002985,car8998
sample_002986,car9001
sample_002987,car9002
sample_002988,car9004
sample_002989,car9009
sample_002990,car9013
sample_002991,car9015
sample_002992,car9016
sample_002993,car9022
sample_002994,car9026
sample_002995,car9029
sample_002997,car9035
sample_002998,car9036
sample_003000,car9039
sample_003001,car9041
sample_003003,car9047
sample_003004,car9049
sample_003005,car9053
sample_003007,car9055
sample_003008,car9057
sample_003009,car9064
sample_003010,car9068
sample_003011,car9069
sample_003012,car9070
sample_003013,car9076
sample_003014,car9079
sample_003015,car9081
sample_003016,car9083
sample_003017,car9089
sample_003018,car9090
sample_003019,car9092
sample_003020,car9094
sample_003023,car9103
sample_003025,car9106
sample_003028,car9110
sample_003029,car9111
sample_003030,car9117
sample_003032,car9119
sample_003033,car9120
sample_003034,car9121
sample_003036,car9125
sample_003037,car9129
sample_003038,car9134
sample_003041,car9144
sample_003042,car9145
sample_003043,car9156
sample_003044,car9161
sample_003045,car9163
sample_003046,car9164
sample_003047,car9168
sample_003049,car9174
sample_003050,car9175
sample_003051,car9187
sample_003052,car9192
sample_003053,car9193
sample_003055,car9206
sample_003056,car9209
sample_003057,car9217
sample_003059,car9222
sample_003060,car9223
sample_003061,car9224
sample_003063,car9230
sample_003064,car9232
sample_003065,car9244
sample_003066,car9251
sample_003067,car9253
sample_003069,car9255
sample_003070,car9259
sample_003071,car9263
sample_003072,car9266
sample_003074,car9272
sample_003075,car9273
sample_003076,car9274
sample_003077,car9276
sample_003078,car9278
sample_003079,car9279
sample_003080,car9281
sample_003081,car9282
sample_003083,car9290
sample_003084,car9293
sample_003085,car9296
sample_003086,car9300
sample_003087,car9301
sample_003089,car9304
sample_003090,car9306
sample_003091,car9310
sample_003092,car9311
sample_003093,car9312
sample_003094,car9322
sample_003096,car9328
sample_003097,car9330
sample_003098,car9334
sample_003099,car9335
sample_003100,car9337
sample_003101,car9338
sample_003102,car9339
sample_003103,car9342
sample_003104,car9343
sample_003106,car9349
sample_003107,car9358
sample_003109,car9366
sample_003110,car9370
sample_003111,car9384
sample_003112,car9387
sample_003113,car9388
sample_003114,car9391
sample_003115,car9394
sample_003117,car9396
sample_003118,car9399
sample_003120,car9404
sample_003121,car9409
sample_003123,car9412
sample_003126,car9417
sample_003127,car9420
sample_003129,car9424
sample_003130,car9425
sample_003131,car9427
sample_003132,car9430
sample_003133,car9431
sample_003134,car9434
sample_003135,car9436
sample_003138,car9450
sample_003139,car9451
sample_003140,car9454
sample_003141,car9455
sample_003142,car9456
sample_003143,car9461
sample_003144,car9464
sample_003146,car9467
sample_003147,car9469
sample_003149,car9478
sample_003150,car9479
sample_003151,car9481
sample_003153,car9489
sample_003154,car9490
sample_003155,car9495
sample_003156,car9499
sample_003157,car9503
sample_003158,car9504
